#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	broflows
#open	2017-09-10-13-08-27
#fields	orig1	po1	dest1	pd1	uid1	informacion	orig2	po2	dest2	pd2	uid2
#types	addr	port	addr	port	string	string	addr	port	addr	port	string
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	36053	192.168.22.25	25157	Cbqasy3Z2L5x1qZ3ed	 emparejado con 	192.168.202.110	36053	192.168.22.25	49157	CUGifrK81BDoYrBQ1
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	20985	192.168.22.100	26390	CVtyjJWVgI2gWcVej	 emparejado con 	192.168.202.110	20985	192.168.22.100	139	CJeGIWDeBcyjVAYGk
192.168.202.108	62361	192.168.25.25	7777	CZ1Ihv3Ls1J3Swk1wc	 emparejado con 	192.168.202.108	62361	192.168.25.25	49158	CggtglMQW3Nx27w0h
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	53	192.168.22.101	42000	CXEoBx3ecqNI3i0qoi	 emparejado con 	192.168.202.110	53	192.168.22.101	42001	CxtQaP2dneacXhCXRj
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	53	192.168.22.101	42000	CXEoBx3ecqNI3i0qoi	 emparejado con 	192.168.202.110	53	192.168.22.101	42002	CCbNIa217JKzT4sYRk
192.168.202.110	35856	192.168.22.25	37830	Cq3maoUF03q6nRWoj	 emparejado con 	192.168.202.110	35856	192.168.22.25	3269	C0sLI87YnMvaiJeV4
192.168.202.110	21792	192.168.22.25	19811	CTwgUX1svVu7JoKO4k	 emparejado con 	192.168.202.110	21792	192.168.22.25	636	CZcv623F8cyJO988Sd
192.168.202.110	53	192.168.22.101	42000	CXEoBx3ecqNI3i0qoi	 emparejado con 	192.168.202.110	53	192.168.22.101	42004	CoibMr15Nlylj7Cpe1
192.168.202.110	53	192.168.22.101	42000	CXEoBx3ecqNI3i0qoi	 emparejado con 	192.168.202.110	53	192.168.22.101	42005	CtnST34xpKdAua6XHe
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	5060	192.168.22.101	5060	CPUZmo3ksksduHxfc9	 emparejado con 	192.168.202.110	5060	192.168.22.101	5070	C1pTbZ3tiftkwYScjl
192.168.202.110	7618	192.168.22.25	6630	C9m2Cm4r4zxoqbUIe6	 emparejado con 	192.168.202.110	7618	192.168.22.25	53	CMUWf54zwh2VwQfTs6
192.168.202.110	5060	192.168.22.101	5060	CPUZmo3ksksduHxfc9	 emparejado con 	192.168.202.110	5060	192.168.22.101	5070	C1pTbZ3tiftkwYScjl
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.76	9476	10.10.99.156	5060	CXCFHm3IsDHKWgR1Vk	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf
192.168.202.110	55227	192.168.229.1	38339	CZz1VI2VsA57ivhDK7	 emparejado con 	192.168.202.110	55227	192.168.229.1	33156	Cd8UQK3P2dECGRFwG4
192.168.202.110	55227	192.168.229.1	38339	CZz1VI2VsA57ivhDK7	 emparejado con 	192.168.202.110	55227	192.168.229.1	33156	Cd8UQK3P2dECGRFwG4
192.168.202.110	55227	192.168.229.1	38339	CZz1VI2VsA57ivhDK7	 emparejado con 	192.168.202.110	55227	192.168.229.1	33156	Cd8UQK3P2dECGRFwG4
192.168.202.110	55227	192.168.229.1	38339	CZz1VI2VsA57ivhDK7	 emparejado con 	192.168.202.110	55227	192.168.229.1	33156	Cd8UQK3P2dECGRFwG4
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.100	42001	C19n0v1uTamgKc19Vc
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.100	42002	CHuSx34wHkdjITEiWk
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.100	42003	CW95kzV4iN7Z0TXb2
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.100	42004	CGfyQR2iD96rn6mY3k
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.100	42005	C7HC004lVQ1ONZKM5
192.168.202.110	35732	192.168.22.25	593	CkVmvr1nVy4UfAW064	 emparejado con 	192.168.202.110	35732	192.168.22.25	593	CtuUpi2WRyFFFww5F6
192.168.202.110	53	192.168.22.100	42000	CSu7z520rDCHLN1P59	 emparejado con 	192.168.202.110	53	192.168.22.25	42002	CWRSl44TXVPMkJSpfj
192.168.202.110	37181	192.168.22.253	80	CQroZd4meGG00ZZq22	 emparejado con 	192.168.202.110	37181	192.168.22.253	443	CqxU95199YpyPRCC8c
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.76	9476	10.10.99.156	5060	Chc9mm1QsOcUmgdjkf	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb
192.168.202.110	41713	192.168.22.253	80	CuDgv82cWPuFVjLfok	 emparejado con 	192.168.202.110	41713	192.168.22.253	443	CmAvN32BmMVbHIuJf5
192.168.202.96	42856	192.168.27.100	443	CSVlaaYLGXJgRzcFl	 emparejado con 	192.168.202.96	42856	192.168.27.100	139	CNz4iU2WGIXoYNKLFi
192.168.202.96	42856	192.168.27.100	199	Ck8tzZ3Q7sVb7nC8M2	 emparejado con 	192.168.202.96	42856	192.168.27.100	135	Cqg07T1rXiJPt5qeei
192.168.202.110	48593	192.168.22.253	8089	CfhVRe3Qd2XHLttKr4	 emparejado con 	192.168.202.110	48593	192.168.22.253	80	CjCbAz33zAUJJzllwf
192.168.202.76	21371	157.55.56.143	40022	CwjHcr2CV36c59Wss3	 emparejado con 	192.168.202.76	21371	157.55.56.150	40024	C76frX3jYIxjoUBN99
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.25	445	CED1BL3SjTqYJNJdLi
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.100	445	CnqnSx4GGPqJWFnPZd
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.103	445	CB7jem4y1zz009UV36
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.102	445	CC7EPt3lzvHka0jzMg
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.202	445	C3Vz7X1xeKIAo8c6ci
192.168.202.80	53697	192.168.28.248	443	CqVaRC2pn8LQfOK4z9	 emparejado con 	192.168.202.80	53697	192.168.28.203	445	CDTtux4a1RtejYc5M1
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.76	9476	10.10.99.156	5060	C3CQYw3o9GVhbmc0gb	 emparejado con 	192.168.202.76	9476	10.10.99.156	5060	Cl1emz3SjzIX0xz4zf
192.168.202.108	34499	192.168.26.102	443	CsiETW1XExTDUJwGFb	 emparejado con 	192.168.202.108	34499	192.168.26.102	80	CTIR3N2X8odLOGViNj
192.168.202.108	34499	192.168.26.102	443	CsiETW1XExTDUJwGFb	 emparejado con 	192.168.202.108	34499	192.168.25.102	445	CplFLd4WawduNnVRlh
192.168.202.108	34499	192.168.26.102	443	CsiETW1XExTDUJwGFb	 emparejado con 	192.168.202.108	34499	192.168.28.202	445	CUbsTi3neWtXFiT6hb
192.168.202.108	34499	192.168.26.102	443	CsiETW1XExTDUJwGFb	 emparejado con 	192.168.202.108	34499	192.168.22.102	445	CAaQZ63Z5YKbagTr7
192.168.202.108	34499	192.168.26.102	443	CsiETW1XExTDUJwGFb	 emparejado con 	192.168.202.108	34499	192.168.24.202	445	Ca0DT43o3m0rn5jcVd
